,objectid,sheet_code,cd_no,sheet_name,sheet_namt,edition,year,map250k,hotmap50k,hotmap250k,sheet_id,sheet_no,shape_length,shape_area,extent,geometry,zone,url
45,46,5047-IV,2,Amphoe Chun,อําเภอจุน,3-RTSD,2512,NE47-3,5047iv.img,NE47-3.img,47,50474,107838.864289351,726327897.829499,"99.99668609224896,19.251212800025883,100.24665924615991,19.50119625451095",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50474&bbox=99.99668609224896,19.251212800025883,100.24665924615991,19.50119625451095"
46,47,5047-I,2,Ban Wan Kong,บ้านแวนโค้ง,3-RTSD,2524,NE47-3,5047i.img,NE47-3.img,48,50471,107848.054788308,726451704.349879,"100.24665414733765,19.25121734197772,100.49662741295606,19.501200897048545",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50471&bbox=100.24665414733765,19.25121734197772,100.49662741295606,19.501200897048545"
47,48,5147-IV,2,Ban Song Kwae,บ้านสองแคว,3-RTSD,2515,NE47-4,5147iv.img,NE47-4.img,49,51474,107859.084962605,726600307.386869,"100.49662226554983,19.251221927770974,100.746595644546,19.501205584288392",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51474&bbox=100.49662226554983,19.251221927770974,100.746595644546,19.501205584288392"
48,49,5147-I,2,Amphoe Thung Chang,อําเภอทุ่งช้าง,2-RTSD,2512,NE47-4,5147i.img,NE47-4.img,50,51471,107871.955729562,726773726.843934,"100.74659044760595,19.251226557218175,100.99656393987762,19.501210314949834",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51471&bbox=100.74659044760595,19.251226557218175,100.99656393987762,19.501210314949834"
49,50,5247-IV,2,Ban Sagat Nua,บ้านสะกาดเหนือ,1-RTSD,2512,NE47-4,5247iv.img,NE47-4.img,51,52474,107886.667872257,726971982.149101,"100.99655869585875,19.25123122948893,101.24653230123518,19.501215089602862",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52474&bbox=100.99655869585875,19.25123122948893,101.24653230123518,19.501215089602862"
50,51,5247-I,2,Ban Nam Hi,บ้านน้ำฮี้,1-RTSD,2508,NE47-4,5247i.img,NE47-4.img,52,52471,107903.222821542,727195102.822955,"101.24652700841949,19.251235945731313,101.49650072922387,19.50121990783105",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52471&bbox=101.24652700841949,19.251235945731313,101.49650072922387,19.50121990783105"
51,52,4547-II,1,Ban Huai Pong,บ้านห้วยโป่ง,2-RTSD,2519,NE47-2,4547ii.img,NE47-2.img,53,45472,107917.029976822,727410153.974362,"97.7469809731879,19.00119544167024,97.99695311739241,19.25117803929933",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A45472&bbox=97.7469809731879,19.00119544167024,97.99695311739241,19.25117803929933"
52,53,4647-III,1,Ban Pha Mak,บ้านป่าหมาก,2-RTSD,2519,NE47-2,4647iii.img,NE47-2.img,54,46473,107909.650356464,727310673.629106,"97.99694853240972,19.001199536708395,98.24692078355584,19.251182229455694",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46473&bbox=97.99694853240972,19.001199536708395,98.24692078355584,19.251182229455694"
53,54,4647-II,1,Ban Muang Pang,บ้านเมืองแปง,2-RTSD,2519,NE47-2,4647ii.img,NE47-2.img,55,46472,107904.11599923,727236072.55307,"98.24691614901654,19.00120367515484,98.49688850668056,19.251186465128914",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46472&bbox=98.24691614901654,19.00120367515484,98.49688850668056,19.251186465128914"
54,55,4747-III,1,Ban Pha Phae,บ้านป่าแป๋,2-RTSD,2512,NE47-2,4747iii.img,NE47-2.img,56,47473,107900.426949345,727186347.717246,"98.49688382409914,19.001207856854354,98.74685629021552,19.251190744506882",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47473&bbox=98.49688382409914,19.001207856854354,98.74685629021552,19.251190744506882"
55,56,4747-II,1,Anphoe Mae Taeng,อําเภอแม่แตง,1-RTSD,2512,NE47-2,4747ii.img,NE47-2.img,57,47472,107898.582300727,727161484.287226,"98.74685155843477,19.001212083098206,98.99682413328959,19.251195067910274",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47472&bbox=98.74685155843477,19.001212083098206,98.99682413328959,19.251195067910274"
56,57,4847-III,2,Ban Mae Ho Phra,บ้านแม่หอพระ,1-RTSD,2512,NE47-3,4847iii.img,NE47-3.img,58,48473,107898.582100725,727161481.521197,"98.99681935320083,19.001216352986262,99.24679203618669,19.25119943508994",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48473&bbox=98.99681935320083,19.001216352986262,99.24679203618669,19.25119943508994"
57,58,4847-II,2,Ban Pong Namron,บ้านโป่งน้ำร้อน,1-RTSD,2512,NE47-3,4847ii.img,NE47-3.img,59,48472,107900.426849059,727186346.331404,"99.24678720787797,19.001220665264345,99.49676000108994,19.251203846132405",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48472&bbox=99.24678720787797,19.001220665264345,99.49676000108994,19.251203846132405"
58,59,4947-III,2,Amphoe Wang Nua,อําเภอวังเหนือ,2-RTSD,2525,NE47-3,4947iii.img,NE47-3.img,60,49473,107904.115698947,727236068.39918,"99.49675512480033,19.0012250210286,99.74672802712476,19.25120830056208",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49473&bbox=99.49675512480033,19.0012250210286,99.74672802712476,19.25120830056208"
59,60,4947-II,2,Changwat Phayao,จังหวัดพะเยา,2-RTSD,2512,NE47-3,4947ii.img,NE47-3.img,61,49472,107909.649854829,727310666.624833,"99.74672310228738,19.001229421018515,99.99669611487916,19.251212800025883",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49472&bbox=99.74672310228738,19.001229421018515,99.99669611487916,19.251212800025883"
60,61,5047-III,2,Ban Huai Tham,บ้านห้วยถ้ำ,3-RTSD,2512,NE47-3,5047iii.img,NE47-3.img,62,50473,107917.029375614,727410145.590048,"99.99669114301383,19.00123386289405,100.24666426622936,19.25121734197772",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50473&bbox=99.99669114301383,19.00123386289405,100.24666426622936,19.25121734197772"
61,62,5047-II,2,Amphoe Pong,อําเภอปง,3-RTSD,2512,NE47-3,5047ii.img,NE47-3.img,63,50472,107926.254771704,727534517.318786,"100.24665924615991,19.001238349346565,100.49663248121855,19.251221927770974",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50472&bbox=100.24665924615991,19.001238349346565,100.49663248121855,19.251221927770974"
62,63,5147-III,2,Ban Sop Khun,บ้านสบขุ่น,3-RTSD,2512,NE47-4,5147iii.img,NE47-4.img,64,51473,107937.326908994,727683799.80691,"100.49662741295606,19.001242877252434,100.74660075982453,19.251226557218175",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51473&bbox=100.49662741295606,19.001242877252434,100.74660075982453,19.251226557218175"
63,64,5147-II,2,Amphoe Pua,อําเภอปัว,1-RTSD,2512,NE47-4,5147ii.img,NE47-4.img,65,51472,107950.246400428,727858009.013209,"100.746595644546,19.00124744939123,100.9965691035617,19.25123122948893",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51472&bbox=100.746595644546,19.00124744939123,100.9965691035617,19.25123122948893"
64,65,5247-III,2,Ban Bo Luang,บ้านบ่อหลวง,1-RTSD,2512,NE47-4,5247iii.img,NE47-4.img,66,52473,107965.014621832,728057172.452812,"100.99656393987762,19.001252063556116,101.24653751249167,19.251235945731313",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52473&bbox=100.99656393987762,19.001252063556116,101.24653751249167,19.251235945731313"
65,66,5247-II,2,Doi Phe Phan Nam,ดอยผีปันน้ำ,1-RTSD,2508,NE47-4,5247ii.img,NE47-4.img,67,52472,107981.632589794,728281314.071514,"101.24653230123518,19.001256720676164,101.49650598781588,19.251240704560036",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52472&bbox=101.24653230123518,19.001256720676164,101.49650598781588,19.251240704560036"
66,67,4546-IV,2,Doi Nam Fong,ดอยน้ำฟอง,2-RTSD,2519,NE47-6,4546iv.img,NE47-6.img,68,45464,108003.473939037,728603693.88056,"97.49701796071861,18.751212911056896,97.7469899767101,19.00119544167024",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A45464&bbox=97.49701796071861,18.751212911056896,97.7469899767101,19.00119544167024"
67,68,4546-I,2,Amphoe Khun Yuam,อําเภอขุนยวม,2-RTSD,2519,NE47-6,4546i.img,NE47-6.img,69,45461,107994.213987276,728478762.249055,"97.74698551012253,18.751216910464585,97.99695763233572,19.001199536708395",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A45461&bbox=97.74698551012253,18.751216910464585,97.99695763233572,19.001199536708395"
68,69,4646-IV,2,Doi Mae Om Khlong,ดอยแม่อมครอง,2-RTSD,2519,NE47-6,4646iv.img,NE47-6.img,70,46464,107986.806736837,728378834.239109,"97.99695311739241,18.751220953727085,98.24692534534181,19.00120367515484",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46464&bbox=97.99695311739241,18.751220953727085,98.24692534534181,19.00120367515484"
69,70,4646-I,2,Ban Mae Dad Noi,บ้านแม่แดดน้อย,2-RTSD,2519,NE47-6,4646i.img,NE47-6.img,71,46461,107981.251479622,728303895.113565,"98.24692078355584,18.75122504012782,98.49689311674413,19.001207856854354",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46461&bbox=98.24692078355584,18.75122504012782,98.49689311674413,19.001207856854354"
70,71,4746-IV,2,Amphoe Samoeng,อําเภอสะเมิง,1-RTSD,2512,NE47-6,4746iv.img,NE47-6.img,72,47464,107977.548559926,728253945.836149,"98.49688850668056,18.751229169679565,98.74686094821,19.001212083098206",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47464&bbox=98.49688850668056,18.751229169679565,98.74686094821,19.001212083098206"
71,72,4746-I,2,Changwat Chiang Mai,จังหวัดเชียงใหม่,1-RTSD,2512,NE47-6,4746i.img,NE47-6.img,73,47461,107975.696976183,728228970.01859,"98.74685629021552,18.751233342226172,98.99682883804486,19.001216352986262",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47461&bbox=98.74685629021552,18.751233342226172,98.99682883804486,19.001216352986262"
72,73,4846-IV,2,Amphoe San Sai,อําเภอสันทราย,1-RTSD,2512,NE47-7,4846iv.img,NE47-7.img,74,48464,107975.696976181,728228970.016706,"98.99682413328959,18.7512375574516,99.24679678951354,19.001220665264345",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48464&bbox=98.99682413328959,18.7512375574516,99.24679678951354,19.001220665264345"
73,74,4846-I,2,Ban Huai Keaw,บ้านห้วยแก้ว,2-RTSD,2512,NE47-7,4846i.img,NE47-7.img,75,48461,107977.548259645,728253941.684405,"99.24679203618669,18.75124181580344,99.49676480113625,19.0012250210286",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48461&bbox=99.24679203618669,18.75124181580344,99.49676480113625,19.0012250210286"
74,75,4946-IV,2,Ban Rong Ko,บ้านร่องเคาะ,2-RTSD,2512,NE47-7,4946iv.img,NE47-7.img,76,49464,107981.251278918,728303892.338218,"99.49676000108994,18.751246116680655,99.74673287500987,19.001229421018515",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49464&bbox=99.49676000108994,18.751246116680655,99.74673287500987,19.001229421018515"
75,76,4946-I,2,Amphoe Ngao,อําเภองาว,3-RTSD,2525,NE47-7,4946i.img,NE47-7.img,77,49461,107986.805935926,728378823.22757,"99.74672802712476,18.751250460236847,99.99670100995023,19.00123386289405",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49461&bbox=99.74672802712476,18.751250460236847,99.99670100995023,19.00123386289405"
76,77,5046-IV,2,Ban Sa,บ้านสระ,2-RTSD,2512,NE47-7,5046iv.img,NE47-7.img,78,50464,107994.213287929,728478752.642164,"99.99669611487916,18.751254846481043,100.24666920886253,19.001238349346565",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50464&bbox=99.99669611487916,18.751254846481043,100.24666920886253,19.001238349346565"
77,78,5046-I,2,Amphoe Chiang Muan,อําเภอเชียงม่วน,2-RTSD,2525,NE47-7,5046i.img,NE47-7.img,79,50461,108003.473238279,728603684.253423,"100.24666426622936,18.751259275236887,100.496637470942,19.001242877252434",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50461&bbox=100.24666426622936,18.751259275236887,100.496637470942,19.001242877252434"
78,79,5146-IV,2,Ban Khuan Kaeo,บ้านเขื่อนแก้ว,2-RTSD,2512,NE47-8,5146iv.img,NE47-8.img,80,51464,108014.586647446,728753636.10603,"100.49663248121855,18.751263747062353,100.74660579617674,19.00124744939123",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51464&bbox=100.49663248121855,18.751263747062353,100.74660579617674,19.00124744939123"
79,80,5146-I,2,Changwat Nan,จังหวัดน่าน,1-RTSD,2512,NE47-8,5146i.img,NE47-8.img,81,51461,108027.554924191,728928635.038449,"100.74660075982453,18.75126826049735,100.9965741870645,19.001252063556116",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51461&bbox=100.74660075982453,18.75126826049735,100.9965741870645,19.001252063556116"
